Date,Open,High,Low,Close,Volume
2025-01-07,20.149999618530277,20.459999084472656,17.5,17.975000381469727,73853700
2025-01-08,16.579999923706055,17.100000381469727,14.539999961853027,15.020000457763672,87091400
2025-01-10,14.4399995803833,14.59000015258789,13.300000190734863,14.09000015258789,56966400
2025-01-13,13.449999809265137,13.649999618530272,12.699999809265137,12.81999969482422,50791100
2025-01-14,13.5600004196167,14.40999984741211,12.40999984741211,12.789999961853027,66059500
2025-01-15,13.40999984741211,14.699999809265137,13.359999656677246,13.890000343322754,74031000
2025-01-16,14.149999618530272,14.854999542236328,13.369999885559082,13.970000267028809,63916500
2025-01-17,14.359999656677246,15.350000381469728,13.609999656677246,13.640000343322754,64830700
2025-01-21,13.850000381469728,16.549999237060547,13.399999618530272,16.520000457763672,91622600
2025-01-22,16.329999923706055,16.670000076293945,15.8100004196167,16.3799991607666,64900600
2025-01-23,16.049999237060547,17.09000015258789,15.710000038146973,16.399999618530273,53379000
2025-01-24,16.75,17.649999618530273,15.829999923706056,15.84000015258789,65384800
2025-01-27,14.149999618530272,15.369999885559082,13.800000190734863,14.06999969482422,46202900
2025-01-28,13.619999885559082,14.369999885559082,12.710000038146973,14.229999542236328,51286400
2025-01-29,14.100000381469728,14.359999656677246,13.510000228881836,13.989999771118164,28814400
2025-01-30,14.399999618530272,14.68000030517578,13.765000343322754,14.0,25773600
2025-01-31,14.350000381469728,15.229999542236328,13.9399995803833,14.149999618530272,41386800
2025-02-03,13.06999969482422,14.760000228881836,13.050000190734863,14.239999771118164,34251500
2025-02-04,14.850000381469728,16.020000457763672,14.630000114440918,15.710000038146973,52809200
2025-02-05,16.100000381469727,16.3799991607666,15.460000038146973,15.8100004196167,40821400
2025-02-06,16.15999984741211,16.59000015258789,15.289999961853027,15.779999732971191,51947000
2025-02-07,15.800000190734863,16.299999237060547,15.510000228881836,15.600000381469728,38247500
2025-02-10,15.720000267028809,15.970000267028809,14.850000381469728,15.329999923706056,35580300
2025-02-11,15.039999961853027,15.229999542236328,13.789999961853027,13.80500030517578,32656500
2025-02-12,13.625,14.298999786376951,13.359999656677246,13.970000267028809,24856500
2025-02-13,14.380000114440918,15.43000030517578,13.986000061035156,15.25,38408900
2025-02-14,11.140000343322754,11.899999618530272,10.399999618530272,10.96500015258789,177289100
2025-02-18,10.595000267028809,11.899999618530272,10.5,11.4399995803833,69921000
2025-02-19,11.5,11.920000076293944,10.960000038146973,11.06999969482422,47502600
2025-02-20,11.109999656677246,11.4350004196167,10.470000267028809,10.90999984741211,37289900
2025-02-21,11.050000190734863,11.399999618530272,10.239999771118164,10.3100004196167,34707000
2025-02-24,10.029999732971191,10.050000190734863,9.079999923706056,9.43000030517578,46583500
2025-02-25,9.279999732971191,9.329999923706056,8.489999771118164,8.899999618530273,35439500
2025-02-26,9.420000076293944,10.039999961853027,9.3100004196167,9.56999969482422,32896000
2025-02-27,10.0,10.15999984741211,9.100000381469728,9.210000038146973,58451200
2025-02-28,9.350000381469728,10.949999809265137,8.960000038146973,10.81999969482422,89482100
