Date,Open,High,Low,Close,Volume
2025-01-23,33.23145133586515,34.70222091674805,32.80413271138283,34.70222091674805,44900600
2025-01-24,34.72209620692961,34.72209620692961,32.108500865018726,32.446380615234375,60111500
2025-01-27,27.487496646552465,27.90487736789624,23.69132060242511,24.903711318969727,198431800
2025-01-28,25.281343689048093,25.63909725615374,23.60188286203329,25.211780548095703,103185300
2025-01-29,25.947164553704987,26.13597824642629,24.69502236633402,25.51984596252441,94141700
2025-01-30,26.414233668460437,27.49743603158142,25.976977199152483,26.98067855834961,87140400
2025-01-31,27.4576844622346,29.067582153993765,26.53348600644235,26.851490020751957,102622500
2025-02-03,24.64533512285127,26.32479604224541,24.158391213946583,25.450284957885746,103914300
2025-02-04,25.18196577867077,26.434107943381036,25.042839503298527,26.08629035949707,60520500
2025-02-05,25.92729041455981,27.775691170167317,25.380721236190496,27.527250289916992,70330700
2025-02-06,27.00055363535837,27.626623789305523,26.55335931435798,27.517311096191406,59735100
2025-02-07,27.69618914081504,28.103632017732565,25.639097136179625,26.16579246520996,87930800
2025-02-10,26.75211330997911,27.378183476630465,26.73223758520835,27.179431915283203,53330500
2025-02-11,26.51360934037402,27.72600007574933,26.51360934037402,27.22911834716797,43880500
2025-02-12,26.016727192011643,27.36824607849121,25.788162055460933,27.36824607849121,57999300
2025-02-13,27.318558362283994,28.371947140582957,27.229119495730423,28.29244613647461,61026300
2025-02-14,28.31232296065452,28.64026485226621,27.934693650340925,28.3719482421875,43089600
2025-02-18,29.017894893907904,30.041470083550514,28.53094911198743,29.802967071533203,60222200
2025-02-19,30.001720874985526,31.691117703438504,29.574402262735457,31.27373695373535,58412700
2025-02-20,31.86005954788371,32.43644041336292,30.5085405655091,31.50230407714844,50903200
2025-02-21,31.71099248332321,31.760679899123293,28.222882442371223,28.63032531738281,61966500
2025-02-24,28.978143018826167,29.07751974623805,26.49373431079612,26.593111038208008,63724100
2025-02-25,26.493734621148057,26.75211335726428,24.66520963898203,24.913650512695312,90907500
2025-02-26,25.82791313248845,26.83161449474634,25.360844969943148,26.12604331970215,75869500
2025-02-27,26.612988283106358,26.732238846450333,21.5944812689204,21.614356994628903,144841600
2025-02-28,21.664043143228596,23.07518736308353,20.88890884058026,22.58824348449707,110939400
2025-03-03,23.57206954042828,23.58200740288387,19.58707767750194,20.382089614868164,141822100
2025-03-04,20.15352401348625,22.12117524475217,18.88150607945451,20.521215438842773,154119800
2025-03-05,21.11747327235495,22.02179785849953,19.9945214099892,21.813108444213867,117702400
2025-03-06,19.5870771956644,20.888908713520305,18.89144389996651,19.110071182250977,164277600
2025-03-07,19.37838788475485,20.958471971609598,18.63306527380274,20.749780654907227,139349200
2025-03-10,19.21938480639609,19.67651507244145,16.993354960083057,17.877803802490234,169215200
2025-03-11,17.93743014288256,18.3846244692345,16.407035361890173,17.301422119140625,161267000
