Date,Open,High,Low,Close,Volume
2025-01-06,10139.07797270955,10163.831581041362,10124.225807710463,10158.880859375,52570
2025-01-07,10218.289665211065,10252.944717370208,10193.536056525958,10203.4375,63830
2025-01-08,10134.12725104319,10158.880859375,10124.225807710463,10158.880859375,39660
2025-01-09,10124.226112440374,10129.176834255748,10079.669616102006,10119.275390625,24140
2025-01-10,10084.62018585205,10139.078125,10064.81729888916,10139.078125,26200
2025-01-14,9975.704847634988,10015.310623705003,9960.852681608734,10005.4091796875,95970
2025-01-15,10010.359758441538,10015.31048037944,9955.901817124595,9960.8525390625,23960
2025-01-16,10079.669471744472,10104.42308046683,10020.26081081081,10074.71875,88250
2025-01-17,9898.473071179693,9946.0,9871.739173718268,9946.0,49780
2025-01-20,10145.0,10145.0,10110.0,10145.0,26970
2025-01-21,10145.0,10145.0,10075.0,10145.0,40010
2025-01-22,10225.0,10250.0,10205.0,10250.0,44910
2025-01-23,10305.0,10325.0,10295.0,10310.0,37520
2025-01-24,10340.0,10360.0,10260.0,10285.0,48270
2025-01-27,10240.0,10250.0,10165.0,10180.0,57940
2025-01-28,10110.0,10160.0,10090.0,10155.0,38200
2025-01-29,10210.0,10235.0,10185.0,10235.0,31370
2025-01-30,10155.0,10160.0,10130.0,10145.0,26830
2025-01-31,10155.0,10240.0,10140.0,10240.0,10590
2025-02-03,10005.0,10040.0,9966.0,9978.0,57490
2025-02-04,10135.0,10150.0,10005.0,10070.0,25360
2025-02-05,10050.0,10070.0,9969.0,9983.0,42270
2025-02-06,10035.0,10045.0,9983.0,10045.0,19210
2025-02-07,9958.0,10000.0,9943.0,9977.0,30240
2025-02-10,9939.0,9977.0,9922.0,9977.0,43490
2025-02-12,10050.0,10105.0,10045.0,10085.0,33730
2025-02-13,10140.0,10165.0,10125.0,10165.0,31720
2025-02-14,10140.0,10155.0,10110.0,10140.0,19710
2025-02-17,10090.0,10090.0,10060.0,10065.0,17390
2025-02-18,10050.0,10105.0,10050.0,10090.0,25890
2025-02-19,10100.0,10125.0,10085.0,10085.0,10380
2025-02-20,10065.0,10065.0,9967.0,9967.0,19010
2025-02-21,9923.0,9986.0,9920.0,9978.0,30310
