Date,Open,High,Low,Close,Volume
2025-01-24,443.4550766157881,444.9393603072831,439.70946738545626,442.3592834472656,15549500
2025-01-27,422.3860783898249,433.5332238334213,421.8780219291722,432.8956604003906,35647800
2025-01-28,432.93552501884864,446.66274757404807,429.7278561291377,445.4872741699219,23491700
2025-01-29,444.97921209968376,445.1684868455072,438.7132938317083,440.6358947753906,23581400
2025-01-30,417.1661258658952,421.240457770868,411.5776264111281,413.4006042480469,54586300
2025-01-31,417.37536767699305,419.078810069406,413.3209479938324,413.4703674316406,34223400
2025-02-03,410.02361028085903,413.819015846871,407.0948678187981,409.3462219238281,25679100
2025-02-04,411.1094311345796,412.3347312724244,408.1707172498281,410.7906494140625,20532100
2025-02-05,410.7707509847515,412.2450632912695,408.82820710975375,411.7071533203125,16316700
2025-02-06,412.41441067873023,416.59833715024297,412.41441067873023,414.2274475097656,16309800
2025-02-07,414.8849302333569,417.0466023053385,406.5370200109021,408.1806945800781,22886800
2025-02-10,412.1255190561223,413.8688167120759,409.3462263959906,410.6412353515625,20817900
2025-02-11,408.0711332799312,410.9101937368833,407.7324086942097,409.8642272949219,18140600
2025-02-12,405.6504109134989,409.17686151888216,402.82129152637,407.4734191894531,19121700
2025-02-13,405.4412312140984,409.425911619151,404.80366775695455,408.9676818847656,23891700
2025-02-14,406.2281896382052,407.3438952203064,404.3255012113121,406.86572265625,22758500
2025-02-18,406.4374029097933,409.0274512633779,404.9431477520368,408.0711364746094,21423100
2025-02-19,406.31786140389937,413.8987012007662,406.0887313388178,413.1814575195313,24114200
2025-02-20,414.52900508229465,418.5416276159257,411.784044354801,415.3674621582031,23508700
2025-02-21,416.5752186827425,417.2839090748864,407.1425541325549,407.4619445800781,27524800
2025-02-24,407.7614192904554,408.6198287275297,398.588257435889,403.2596740722656,26443700
2025-02-25,400.3649855487621,401.18349019975926,395.9730546936776,397.17083740234375,29387400
2025-02-26,397.28064827533655,402.860400830509,393.5275288045757,398.99749755859375,19619000
2025-02-27,400.5346739302656,404.9964840093174,391.4513737735657,391.8106994628906,21127400
2025-02-28,391.94046026830176,396.9013540385077,385.8616237546672,396.2625122070313,32845700
2025-03-03,398.0891633417286,398.0891633417286,385.4523593369203,387.778076171875,23007700
2025-03-04,382.6974135187692,391.8605838606322,380.3018176104047,387.8978576660156,29342900
2025-03-05,388.62653647287385,400.9339589862258,388.0975089086104,400.2851257324219,23433100
2025-03-06,393.557486671848,401.4130601425524,391.9604125552081,396.1627197265625,23304600
2025-03-07,391.601087821307,394.0765237695316,384.8335132703471,392.5892639160156,22034100
2025-03-10,385.1329632711281,385.6919346613749,376.5287638766263,379.46337890625,32840100
2025-03-11,378.30548307291184,385.2926555834933,376.2193166501511,379.7528381347656,30380200
2025-03-12,382.2482670126177,384.5140963348653,378.2555969008229,382.5676574707031,24253600
2025-03-13,382.4578672121625,384.6139126915579,376.75833925299,378.0758972167969,20473000
2025-03-14,379.0840519928303,389.51491455417886,378.8145577339824,387.8479614257813,19952800
2025-03-17,385.9913968692823,391.9903630236124,384.8634626840814,387.98773193359375,22474300
2025-03-18,386.3607127115224,386.6601507855219,380.4016513456866,382.8171997070313,19486900
2025-03-19,384.8235322758774,388.9659214939022,383.29633715100766,387.1093444824219,19185500
2025-03-20,385.0331131975468,391.07204471615,382.5776297310475,386.131103515625,18470500
2025-03-21,382.5177544739553,391.0221306945889,382.09851071654674,390.54302978515625,39675900
2025-03-24,394.67543616141086,394.67543616141086,389.09568331150246,392.3596801757813,21004500
2025-03-25,393.198164585924,395.63366532055824,391.9205113732519,394.4358825683594,15775000
2025-03-26,394.2761831812202,394.5856126855185,387.85797313035886,389.2554016113281,16108400
2025-03-27,389.4151007040484,391.5212195564284,386.6900923994873,389.8642578125,13766800
2025-03-28,387.36882809704144,388.4169222438939,376.2392666189567,378.1058349609375,21632000
2025-03-31,371.8573344110368,376.3790320336197,366.5670283067677,374.7021179199219,35184700
2025-04-01,373.96346276032,382.1484487727996,372.5460819120789,381.4896545410156,19689500
2025-04-02,377.2773862564683,384.3743428432238,375.9298539853364,381.4397583007813,16092600
2025-04-03,374.1032141191556,376.788287190408,368.6731803622599,372.42626953125,30198000
2025-04-04,363.4627502923482,373.9035742050073,358.8212773354498,359.1806030273437,49209900
2025-04-07,350.2370336524557,370.3201598177644,344.1581969485817,357.2042236328125,50425000
2025-04-08,367.585185716996,372.9652928837084,349.6081786868937,353.9102783203125,35868900
2025-04-09,352.8921435234206,392.5094137035167,352.45294739016697,389.7744140625,50199700
2025-04-10,381.3598744812396,383.19649903483815,367.1259961137824,380.6511840820313,38024400
2025-04-11,379.9425037151649,389.3352333779351,378.195710535484,387.7381896972656,23839200
2025-04-14,392.4994245329486,393.9267967433856,383.5059256339463,387.0993347167969,19251200
2025-04-15,387.79806728847,391.17187833074144,383.4560325474498,385.0231628417969,17199900
2025-04-16,379.97244183574617,380.9106912763521,367.3256460010072,370.9290161132813,21967800
2025-04-17,373.0651098854367,373.6340726815441,366.2176953329466,367.1060485839844,20943700
2025-04-21,362.1551460624454,363.8121077971333,355.01825440362086,358.4619140625,20807300
2025-04-22,362.7141283475077,367.09606804173376,359.20055908423666,366.1478271484375,19485000
2025-04-23,375.3708716590499,379.6929540391626,372.33643389707953,373.7039489746094,20545500
2025-04-24,375.0115520530072,387.7381880213899,374.5024768665421,386.59027099609375,22232300
2025-04-25,386.29083932956814,391.44138750936105,383.8952433175299,391.1319580078125,18973200
2025-04-28,391.241728610284,392.0202980494585,385.9315006090283,390.4432067871094,16579400
2025-04-29,390.5829324517716,394.3759872470841,389.6646354058631,393.3179321289063,14974000
2025-04-30,389.58477271143016,395.9331340086756,383.73552563819743,394.5357055664063,36461100
2025-05-01,430.3199808366381,436.1892106723326,424.12136912560175,424.6204528808594,58938100
2025-05-02,430.948839257634,438.63474141621873,429.20204608174254,434.48236083984375,30757400
2025-05-05,432.0767565448986,438.6946118778074,431.3181395047298,435.3707275390625,20136100
2025-05-06,431.408009380462,436.9278744842836,430.3798980651205,432.5159606933594,15104200
2025-05-07,433.04500054847074,437.3171563878889,430.319992206568,432.555908203125,23295300
2025-05-08,437.1274845165557,442.8569866615064,434.8616552652553,437.3670654296875,23491300
2025-05-09,439.193717718148,439.93235195021686,435.0812723261066,437.9260559082031,15324200
2025-05-12,445.1228136773673,448.5465208630377,438.9740982732109,448.4367370605469,22821900
2025-05-13,446.9594623818115,449.8441812103938,444.54388351816056,448.3169860839844,23618800
2025-05-14,447.3187935842875,453.0682176126866,447.3187935842875,452.1099853515625,19902800
2025-05-15,450.7699890136719,456.1900024414063,450.4299926757813,453.1300048828125,21992300
2025-05-16,452.0499877929688,454.3599853515625,448.7300109863281,454.2699890136719,23849800
2025-05-19,450.8800048828125,459.5899963378906,450.7999877929688,458.8699951171875,21336500
2025-05-20,455.5899963378906,458.3399963378906,454.3200073242188,458.1700134277344,15441800
2025-05-21,454.5700073242188,457.7799987792969,451.80999755859375,452.5700073242188,19216900
2025-05-22,454.9500122070313,460.25,453.8999938964844,454.8599853515625,18025600
